titles,links
[Periodontal and implant therapy for patient with type 2 diabetes: a case report].,https://pubmed.ncbi.nlm.nih.gov/24004630/
A randomized clinical trial of salivary substitute as an adjunct to scaling and root planing for management of periodontal inflammation in mouth breathing patients.,https://pubmed.ncbi.nlm.nih.gov/26369489/
[The periodontal initial therapy on chronic periodontics with periodontal-endodontic lesion: a case report].,https://pubmed.ncbi.nlm.nih.gov/24495729/
Statistical versus clinical significance in periodontal research and practice.,https://pubmed.ncbi.nlm.nih.gov/16135068/
Microbiological diagnostics in periodontics: biological significance and clinical validity.,https://pubmed.ncbi.nlm.nih.gov/16135063/
"Evaluating surgical, non-surgical therapy in periodontic patients.",https://pubmed.ncbi.nlm.nih.gov/8064049/
"Surgical, nonsurgical therapies.",https://pubmed.ncbi.nlm.nih.gov/7798470/
Soft and hard tissue resection in periodontal therapy.,https://pubmed.ncbi.nlm.nih.gov/10740493/
[Microbial flora of periodontitis and monitoring of the effect of initial preparation by immunofluorescence microscopy].,https://pubmed.ncbi.nlm.nih.gov/2700361/
Periodontal pathology associated with asymptomatic third molars.,https://pubmed.ncbi.nlm.nih.gov/12420253/
Current and future approaches for diagnosis of periodontal diseases.,https://pubmed.ncbi.nlm.nih.gov/10363504/
Periodontopathic microorganisms in peripheric blood after scaling and root planing.,https://pubmed.ncbi.nlm.nih.gov/17850606/
Four steps to soft tissue management: non-surgical periodontal therapy.,https://pubmed.ncbi.nlm.nih.gov/9540642/
[Periodontics--case presentation (2)].,https://pubmed.ncbi.nlm.nih.gov/295025/
Effect of scaling and root planing with and without adjunctive use of an essential-oil-based oral rinse in the treatment of periodontal inflammation in type-2 diabetic patients.,https://pubmed.ncbi.nlm.nih.gov/26343552/
Efficacy of high intensity diode laser as an adjunct to non-surgical periodontal treatment: a randomized controlled trial.,https://pubmed.ncbi.nlm.nih.gov/20131073/
[Treatment of periodontal patients - current clinical concepts].,https://pubmed.ncbi.nlm.nih.gov/17546374/
The effect of periodontal therapy on salivary pseudocholinesterase activity.,https://pubmed.ncbi.nlm.nih.gov/2045581/
Nd:YAG laser clinical assisted in class II furcation treatment.,https://pubmed.ncbi.nlm.nih.gov/17899310/
Clinical attachment loss produced by curettes and ultrasonic scalers.,https://pubmed.ncbi.nlm.nih.gov/15966872/
Comparison of manual and pressure-controlled periodontal probing.,https://pubmed.ncbi.nlm.nih.gov/3528451/
Retreatment for patients with inflammatory periodontal disease.,https://pubmed.ncbi.nlm.nih.gov/9568003/
Retreatment for patients with inflammatory periodontal disease.,https://pubmed.ncbi.nlm.nih.gov/9567999/
Decision making in periodontal therapy. The re-evaluation.,https://pubmed.ncbi.nlm.nih.gov/1890217/
The effects of erythritol air-polishing powder on microbiologic and clinical outcomes during supportive periodontal therapy: Six-month results of a randomized controlled clinical trial.,https://pubmed.ncbi.nlm.nih.gov/25262675/
Demonstration of probes in human periodontal pockets.,https://pubmed.ncbi.nlm.nih.gov/7003089/
Microscopic demonstration of the position of periodontal probes.,https://pubmed.ncbi.nlm.nih.gov/288902/
Photodisinfection: the future of periodontal therapy.,https://pubmed.ncbi.nlm.nih.gov/19408591/
Perspectives on soft-tissue management for the prevention and treatment of periodontal diseases.,https://pubmed.ncbi.nlm.nih.gov/8935009/
The effectiveness of periodontal treatment as measured by tooth loss.,https://pubmed.ncbi.nlm.nih.gov/9066216/
Soft tissue healing with and without osseous recontouring.,https://pubmed.ncbi.nlm.nih.gov/2129912/
Pain levels in patients during periodontal probing and mechanical non-surgical therapy.,https://pubmed.ncbi.nlm.nih.gov/17576606/
Clinical furcation diagnoses and interradicular bone defects.,https://pubmed.ncbi.nlm.nih.gov/8463945/
[Splinting in periodontics].,https://pubmed.ncbi.nlm.nih.gov/525487/
Histological evaluation of probing depth following periodontal treatment.,https://pubmed.ncbi.nlm.nih.gov/6928855/
The effect of smoking on the response to periodontal therapy.,https://pubmed.ncbi.nlm.nih.gov/8144739/
Current interpretations of periodontal probing evaluations: diagnostic and therapeutic implications.,https://pubmed.ncbi.nlm.nih.gov/16021957/
Milestones in periodontal research and the remaining critical issues.,https://pubmed.ncbi.nlm.nih.gov/10685357/
Errors in the assessment of pocket depth in vitro.,https://pubmed.ncbi.nlm.nih.gov/279546/
Periodontal laser surgery.,https://pubmed.ncbi.nlm.nih.gov/9560737/
4 modalities of periodontal treatment compared over 5 years.,https://pubmed.ncbi.nlm.nih.gov/3308969/
Splinting of teeth with removable bridges - biological effects.,https://pubmed.ncbi.nlm.nih.gov/4615107/
Intrasulcular laser Doppler readings before and after root planing.,https://pubmed.ncbi.nlm.nih.gov/8550856/
Advanced periodontitis treated non-surgically: an 8-year follow-up.,https://pubmed.ncbi.nlm.nih.gov/3862159/
[Recent advances of periodontology in China].,https://pubmed.ncbi.nlm.nih.gov/22490240/
Local tetracycline delivery using hollow fiber devices in periodontal therapy.,https://pubmed.ncbi.nlm.nih.gov/381333/
Long-term effects of a single application of a water-cooled pulsed Nd:YAG laser in supplement to scaling and root planing in patients with periodontal inflammation.,https://pubmed.ncbi.nlm.nih.gov/20582610/
[Distal wedge technic].,https://pubmed.ncbi.nlm.nih.gov/292295/
Gingival attachment level measurements with an automated periodontal probe.,https://pubmed.ncbi.nlm.nih.gov/3308972/
Periodontal probe precision using 4 different periodontal probes.,https://pubmed.ncbi.nlm.nih.gov/8849842/
An evaluation of the Nd:YAG laser in periodontal pocket therapy.,https://pubmed.ncbi.nlm.nih.gov/8785111/
Periodontal healing after non-surgical therapy with a new ultrasonic device: a randomized controlled clinical trial.,https://pubmed.ncbi.nlm.nih.gov/17309588/
Intermediate fiberglass splints.,https://pubmed.ncbi.nlm.nih.gov/6584600/
Periodontal maintenance therapy: an integral part of dental practice. Case reports on three periodontally involved patients.,https://pubmed.ncbi.nlm.nih.gov/19772105/
[Pocket reduction following root planning and curettage].,https://pubmed.ncbi.nlm.nih.gov/7050745/
The validity of periodontal probing as a method of measuring loss of attachment.,https://pubmed.ncbi.nlm.nih.gov/1960233/
Effects of periodontal treatment phase I on birth term and birth weight.,https://pubmed.ncbi.nlm.nih.gov/16582527/
Current status of bleeding in the diagnosis of periodontal diseases.,https://pubmed.ncbi.nlm.nih.gov/3878401/
The post-prophylaxis periodontal abscess: etiology and treatment.,https://pubmed.ncbi.nlm.nih.gov/3888898/
[Microbiological parameters in periodontitis marginalis during local treatment].,https://pubmed.ncbi.nlm.nih.gov/1814448/
Four types of periodontal treatment compared over two years.,https://pubmed.ncbi.nlm.nih.gov/7028941/
[Temporary splinting in periodontics].,https://pubmed.ncbi.nlm.nih.gov/5285859/
[Management of periodontal pockets].,https://pubmed.ncbi.nlm.nih.gov/397088/
[Elimination of periodontal pockets].,https://pubmed.ncbi.nlm.nih.gov/307715/
[Treatment of periodontal pockets].,https://pubmed.ncbi.nlm.nih.gov/5257347/
Attachment loss after scaling and root planing with different instruments. A clinical study.,https://pubmed.ncbi.nlm.nih.gov/15058368/
The surgical management of periodontal pockets and mucogingval deformities. A review of the literature. 1975-1979.,https://pubmed.ncbi.nlm.nih.gov/7014261/
[Comprehensive treatment concept].,https://pubmed.ncbi.nlm.nih.gov/1818750/
On the inability of root debridement and periodontal surgery to eliminate Actinobacillus actinomycetemcomitans from periodontal pockets.,https://pubmed.ncbi.nlm.nih.gov/2398131/
"Effect of tetracycline and/or scaling on human periodontal disease. Clinical, microbiological, and histological observations.",https://pubmed.ncbi.nlm.nih.gov/363749/
A survey on regenerative surgery performed by Swiss specialists in periodontology with special emphasis on the application of enamel matrix derivatives in infrabony defects.,https://pubmed.ncbi.nlm.nih.gov/21394687/
THE UNREPOSITIONED MUCO-PERIOSTEAL FLAP.,https://pubmed.ncbi.nlm.nih.gov/14279366/
In vivo scaling and root planing forces in molars.,https://pubmed.ncbi.nlm.nih.gov/8515364/
The role of periodontal probing depth in clinical decision-making.,https://pubmed.ncbi.nlm.nih.gov/2303576/
A longitudinal evaluation of periodontal therapy using the CPITN index.,https://pubmed.ncbi.nlm.nih.gov/2677056/
Inter-examiner reproducibility of probing pocket depths in molar furcation sites.,https://pubmed.ncbi.nlm.nih.gov/3422247/
Tooth loss during maintenance following periodontal treatment in a periodontal practice in Norway.,https://pubmed.ncbi.nlm.nih.gov/15191591/
[Interleukin-6 levels in the gingival crevicular fluid before and after periodontal treatment].,https://pubmed.ncbi.nlm.nih.gov/12539422/
The relative effects of therapy and periodontal disease on loss of probing attachment after root debridement.,https://pubmed.ncbi.nlm.nih.gov/3162461/
Maximal bite force in patients with reduced periodontal tissue support with and without splinting.,https://pubmed.ncbi.nlm.nih.gov/12416777/
[Surgical and non-surgical approach to deep periodontal pockets].,https://pubmed.ncbi.nlm.nih.gov/2587823/
Clinical evaluation of electronic and manual constant force probes.,https://pubmed.ncbi.nlm.nih.gov/9527557/
Effects of smoking and smoking cessation on healing after mechanical periodontal therapy.,https://pubmed.ncbi.nlm.nih.gov/9150643/
Comparison of two automated periodontal probes and two probes with a conventional readout in periodontal maintenance patients.,https://pubmed.ncbi.nlm.nih.gov/16553636/
Effect of gallium arsenide diode laser on human periodontal disease: a microbiological and clinical study.,https://pubmed.ncbi.nlm.nih.gov/11857606/
[Possibilities and efficacy of treating perio-endodontic syndrome type III].,https://pubmed.ncbi.nlm.nih.gov/10909493/
The effect of systemic ibuprofen on gingival inflammation in humans.,https://pubmed.ncbi.nlm.nih.gov/8276982/
"Effect of nonsurgical periodontal therapy. VII. Bleeding, suppuration and probing depth in sites with probing attachment loss.",https://pubmed.ncbi.nlm.nih.gov/3874887/
A clinical study of root surface conditioning with an EDTA gel. I. Nonsurgical periodontal treatment.,https://pubmed.ncbi.nlm.nih.gov/11203592/
[Effect of six flavor glutinous rehmannis pill in periodontal inflammation therapy].,https://pubmed.ncbi.nlm.nih.gov/15379315/
The location of the periodontal probe tip in health and disease.,https://pubmed.ncbi.nlm.nih.gov/6939832/
The effect of tetracycline and/or scaling on human periodontal disease.,https://pubmed.ncbi.nlm.nih.gov/393725/
Inter- and intra-examiner variability using standard and constant force periodontal probes.,https://pubmed.ncbi.nlm.nih.gov/2723096/
An assessment of the validity of the WHO periodontal probe for use with the Community Periodontal Index of Treatment Needs.,https://pubmed.ncbi.nlm.nih.gov/3165644/
Constant force probing with and without a stent in untreated periodontal disease: the clinical reproducibility problem and possible sources of error.,https://pubmed.ncbi.nlm.nih.gov/3476518/
[Clinical and microbiological study of factors determining effective scaling and root planing].,https://pubmed.ncbi.nlm.nih.gov/1522378/
Assessment of the WHO partial recording approach in identification of individuals highly susceptible to periodontitis.,https://pubmed.ncbi.nlm.nih.gov/3459612/
[Bleeding on probing. Significance--consequences].,https://pubmed.ncbi.nlm.nih.gov/2638715/
Probing velocity: novel approach for assessment of inflamed periodontal attachment.,https://pubmed.ncbi.nlm.nih.gov/8158505/
An investigation of the validity of attachment level measurements with an automated periodontal probe.,https://pubmed.ncbi.nlm.nih.gov/8783050/
Reproducibility of attachment level measurements with two models of the Florida Probe.,https://pubmed.ncbi.nlm.nih.gov/1753003/
Efficacy of an ultrasonic scaler with a periodontal probe-type tip in deep periodontal pockets.,https://pubmed.ncbi.nlm.nih.gov/3078106/
"Evidence-based considerations for the clinical use of locally delivered, controlled-release antimicrobials in periodontal therapy.",https://pubmed.ncbi.nlm.nih.gov/24158658/
Effect of probing depth and bleeding tendency on the reproducibility of probing depth measurements.,https://pubmed.ncbi.nlm.nih.gov/3264294/
"A bivariate multi-level model, which avoids mathematical coupling in the study of change and initial periodontal attachment level after therapy.",https://pubmed.ncbi.nlm.nih.gov/17265045/
The effect of plaque control and surgical pocket elimination on the establishment and maintenance of periodontal health. A longitudinal study of periodontal therapy in cases of advanced disease.,https://pubmed.ncbi.nlm.nih.gov/1055729/
